Variable,area code,area name,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043
Percent65plus,E09000031,Waltham Forest,10.60571016,10.74495739,10.85666772,10.98205349,11.14047776,11.31515465,11.55064533,11.78198105,11.98435085,12.21228543,12.45271554,12.72471104,12.96973398,13.21988799,13.47435939,13.72155225,13.97034145,14.1915212,14.40232326,14.59245879,14.74883685,14.89240557,15.03602602,15.18554163,15.33257686,15.49666089
Percent65plus,E09000032,Wandsworth,9.496621477,9.591840887,9.68863354,9.848897741,9.995153648,10.13779179,10.32612061,10.53725593,10.78320001,11.0201383,11.30363972,11.61317327,11.87030542,12.17724056,12.44262766,12.71207649,12.96607775,13.21227915,13.4400931,13.68113267,13.89302809,14.09366207,14.29514257,14.48091973,14.66636906,14.86104751
Percent65plus,E09000033,Westminster,12.27969169,12.47592742,12.70508089,12.97217035,13.21899976,13.50863357,13.81718934,14.18076836,14.54590923,14.90812596,15.29795406,15.69264691,16.11429844,16.51964876,16.93665156,17.35223652,17.73078654,18.10324289,18.41884308,18.74743492,19.08829913,19.40406251,19.71296176,19.99466657,20.27350377,20.53989837
OADR,E06000001,Hartlepool,315.8477437,308.0468655,300.0888546,302.8787134,307.2390141,312.9759398,318.847185,327.0116932,329.0190379,322.0766345,319.7190664,328.7893683,337.4547232,345.5811852,354.6486558,362.7971007,371.0015123,376.574737,381.5155155,386.6332574,392.5026825,395.6867842,398.1560806,397.2243025,396.0394543,394.5763852
OADR,E06000002,Middlesbrough,260.4073115,254.4561906,248.5125923,251.3244716,256.4070297,262.2605031,268.6162712,274.7528557,276.6763462,270.669817,268.0572461,275.188471,280.8138286,285.9853321,292.5755755,297.7283285,301.7077473,305.277799,307.6920264,310.9381478,314.4961426,316.5936938,317.4341543,317.086776,316.3438279,315.3971344
OADR,E06000003,Redcar and Cleveland,377.4806073,369.8061402,361.4429003,362.9557865,368.3596036,373.9109628,382.2989034,390.7480173,393.8030307,384.5392706,379.9132413,389.2762605,399.9421991,409.5254954,419.3358708,429.3330414,438.1399126,445.3465169,452.4691088,458.0085116,463.6842068,468.2898995,470.4555868,470.3127473,468.7511059,467.2573649
OADR,E06000004,Stockton-on-Tees,294.9217528,289.124676,282.9898573,285.2368479,289.9786033,296.7187536,303.3233441,309.453728,312.0272683,305.5582622,303.0033134,311.5514944,319.9574143,327.2590065,334.8706836,342.3093179,349.5834446,356.0549054,361.4361013,367.2687279,372.4973414,377.1065304,378.6015678,379.2786911,378.9615555,378.5046009
OADR,E06000005,Darlington,336.3701803,330.375693,323.6721585,326.3557736,332.8942654,339.1497426,347.7816511,355.8580408,358.4778357,352.5487592,350.6654698,360.0728253,370.1766642,378.9824286,389.2022463,400.2012377,409.0209418,416.639996,423.5152953,431.2177369,438.7525058,444.4219331,447.6390792,450.0739038,451.2008479,451.2614941
OADR,E06000006,Halton,296.1144634,289.8327223,283.2981724,285.996877,292.1680031,296.7925352,302.5839364,309.0801925,310.0011314,302.8669599,299.6994412,307.4673939,313.4318538,318.6870101,325.0870663,329.7168666,335.3722343,339.4709849,343.6108655,347.4986297,353.3612259,357.6700449,360.6526608,360.3698013,360.2205195,359.8253158
OADR,E06000007,Warrington,299.9588252,294.2126702,288.1076751,290.6854318,295.2602075,300.0168786,305.1047306,311.5605823,313.3279741,307.0307549,304.4741193,312.1787804,321.3045522,330.0945313,338.3218197,346.8246703,354.7042967,361.445674,368.3186005,374.9610012,381.5679747,387.2085401,391.1660369,392.8354501,394.04803,394.6082607
OADR,E06000008,Blackburn with Darwen,234.2859036,226.7429295,219.8095492,220.5910412,222.782492,225.513601,227.5794221,230.4283831,231.2896492,225.5140706,222.2781441,226.4726275,230.5897108,234.379611,238.0495015,241.7127466,245.9826846,251.3532172,256.1357656,260.1200811,263.8949919,267.4789127,269.5364447,271.5221152,272.3594724,272.3332379
OADR,E06000009,Blackpool,337.5576879,327.0260768,316.3403833,315.4888973,320.1077315,323.5374301,328.2146803,333.4619003,334.0636427,325.3905918,320.4083133,327.417084,334.4304249,342.185774,349.4192956,356.7872984,363.7721648,370.6211881,377.5323562,382.4864849,388.1224363,392.383736,395.0369467,395.6871494,394.6133273,393.52009
OADR,E06000010,"Kingston upon Hull, City of",231.9924036,225.1572484,218.2319969,218.3344684,220.6882079,224.0986847,227.7076813,230.7232409,231.7276416,226.1063442,223.2395996,228.1604721,232.9373745,237.5804285,241.6912084,245.4573106,249.6736723,252.9856252,255.9931806,257.826282,260.6337477,262.9332814,264.5758188,264.8115998,264.3629193,263.5933658
OADR,E06000011,East Riding of Yorkshire,449.9754361,441.5738331,432.4196307,436.341364,444.0494373,451.9201401,460.774065,468.967279,472.1672331,462.1691353,457.8175874,468.8789042,481.2736189,493.3743033,505.1405014,516.3884781,526.803423,537.5253549,548.2785671,556.7806512,565.9888063,573.5038046,578.6486108,580.9684917,582.1794176,581.6247312
OADR,E06000012,North East Lincolnshire,338.3742833,332.3798337,326.2259844,328.6572184,334.6264718,340.1855029,347.871042,355.1860995,357.9511137,351.4036466,349.1947847,358.6429139,368.6736134,377.7487857,386.6718587,395.7110917,403.8169496,411.7314868,420.2320749,426.3396121,434.1415399,440.6157274,443.9713044,445.4550737,445.9957619,445.4035417
OADR,E06000013,North Lincolnshire,350.3308685,342.1671801,334.0628892,337.2654381,343.4373181,349.0368529,355.6063778,362.0571679,364.5652887,356.7994709,353.7116508,361.9110522,371.3947675,381.1672185,390.4250311,399.0660037,407.700759,415.006107,423.6997059,430.8393479,436.7461018,441.490272,444.1123887,445.3446215,445.4804209,444.4114691
OADR,E06000014,York,278.3464569,271.7257415,265.8668358,267.5017748,271.1577987,274.2408939,278.6107753,282.0278713,282.9234212,276.6917277,273.8484285,279.0601931,283.6433831,289.9732946,295.6871107,300.49778,305.8167268,310.6327959,315.4207539,320.1347769,325.3692611,329.4602495,331.6564817,332.6594869,333.7084582,333.6884807
OADR,E06000015,Derby,262.1507066,255.376665,248.4745362,247.8695788,250.5160153,252.9440372,255.7041893,258.9354227,259.3989037,253.3669573,250.1120679,255.4219544,260.510552,266.4310083,272.3450029,278.4930098,284.1923695,289.7646455,295.729338,300.2394548,305.1934679,308.9729066,311.6895099,313.6379405,314.7876445,315.5720007
OADR,E06000016,Leicester,180.5272691,175.431475,170.7163688,171.7404457,174.6587199,177.369071,180.2574739,183.3036743,184.4112971,180.2461435,178.2194942,181.1557402,184.1250589,186.6656967,189.4506741,191.7833408,194.4407566,197.0439949,199.6797286,201.8285012,204.5753526,206.9763589,208.7515004,209.7098,210.7194065,211.7758849
OADR,E06000017,Rutland,430.9609606,423.9578985,415.1375122,416.9509542,424.7408578,432.1056848,437.2856759,444.2443454,446.9241067,437.7006577,433.8470133,442.9053487,451.2560258,463.0396688,473.8018446,484.1018205,493.7118452,505.1826933,515.3394369,523.3160402,533.4520027,541.4657522,546.6970631,550.5643595,553.3130541,555.8011162
OADR,E06000018,Nottingham,167.3895051,162.8750219,158.6533084,159.7135664,161.3680295,163.5138271,165.8488112,167.9965171,168.3794807,163.9621002,161.5823675,164.736965,168.1963361,171.4022398,174.7268323,178.733447,182.3183869,186.0333542,189.749225,193.190297,197.112216,200.2469674,202.7285042,204.1298681,205.3939754,206.3628327
OADR,E06000019,"Herefordshire, County of",416.0861151,406.6818876,396.8026119,399.353578,406.8519071,412.9962856,421.3890822,428.9199315,430.6482053,421.0800685,417.3063964,427.4563727,437.7772786,448.3146023,460.8260136,472.6580259,483.3617524,492.8835242,502.5869515,509.70189,517.7738634,524.1740417,528.1961493,529.2495926,529.5167408,528.8607423
OADR,E06000020,Telford and Wrekin,275.4435377,269.4756176,263.5307163,266.0072857,269.2249778,271.417791,275.2789516,279.4635739,280.2766725,273.524547,270.1889287,275.351348,281.5591977,288.6211603,295.520959,302.3471579,308.8950671,315.7325145,321.9491261,327.9921378,333.9775245,338.9320077,342.4388989,344.3485547,346.1559342,346.0652373
OADR,E06000021,Stoke-on-Trent,274.336173,266.3575144,258.4544724,258.3259148,260.6620865,263.5577519,266.1063763,268.5810846,268.440943,260.9048117,256.6288077,260.9133514,264.333744,268.3880789,273.253009,277.1893831,281.2900473,284.6729394,288.7364677,292.2160796,295.8825748,298.4161642,299.8886347,299.8209842,299.2898388,298.2063492
OADR,E06000022,Bath and North East Somerset,295.6041259,286.4653986,278.4482164,278.0290679,280.2254231,282.8341275,284.3855138,285.9331463,284.7586736,276.8317839,272.0127076,275.4118855,278.5472399,283.0772751,287.0228533,291.1459712,295.0656281,298.3231152,301.3172995,303.9279296,307.206674,310.4450476,312.488075,313.1169002,313.405745,312.9286367
OADR,E06000023,"Bristol, City of",190.4875884,183.0401911,176.2825307,174.7570335,174.5329448,174.4795964,175.0110744,175.6037685,173.8778457,168.2651321,164.518525,165.8082558,167.1097441,168.4215664,170.0110733,171.606732,173.1720169,173.7997489,174.5424599,175.1025913,176.0320799,176.6736607,176.795261,176.6883056,176.6247157,176.4287672
OADR,E06000024,North Somerset,414.5001483,402.9576393,391.220085,390.4643768,392.566967,395.1045964,398.0958927,400.7330172,399.5183462,388.0588404,381.0854839,385.9067861,392.0663643,398.7775766,405.0556269,411.1068087,417.752506,422.4378886,427.1829968,431.229652,435.5092903,438.8018108,440.3027617,441.1289502,441.015597,440.3611397
OADR,E06000025,South Gloucestershire,301.0349127,291.7549451,282.6836784,280.7760086,281.1049404,282.0811819,283.6551502,284.6907611,283.570474,275.4941218,270.7518282,273.7863875,277.636168,281.8917789,285.7995697,290.0597585,293.6280941,296.0839543,298.4532093,300.0956265,302.639307,303.0885537,303.4504901,302.6507154,301.4785694,300.1893291
OADR,E06000026,Plymouth,289.1366284,282.9594034,276.7718763,277.9842205,282.008755,287.6991868,292.0266565,297.061558,298.2680068,291.2038763,287.3988721,292.2280307,296.94821,302.8746803,308.5391563,314.5850564,320.4581287,325.6339882,331.217454,335.7849937,340.9231274,344.5822648,347.0363684,348.4226649,349.0714502,349.1278028
OADR,E06000027,Torbay,470.7844681,458.1773321,446.0196672,447.6801825,454.2955162,460.7523905,468.2248529,475.8619139,478.47369,467.2248156,461.3676427,471.8656782,482.4781905,493.7538425,506.8568335,518.0037317,529.0679717,538.9641198,548.9950677,558.4622478,568.2921111,574.3501162,579.6149426,583.3032416,584.8819461,585.6308952
OADR,E06000028,Bournemouth,281.977026,275.3788343,268.7803391,269.265898,271.6412695,275.3196391,278.1479316,281.0332762,281.584713,274.8499008,271.2353964,276.1199891,281.2742454,287.8885292,294.6740134,301.2963564,308.5226079,314.7233277,320.4922284,326.3350836,333.1360054,339.3748609,343.9648187,347.6914736,351.3024798,354.0973828
OADR,E06000029,Poole,383.9709906,374.8534005,365.6006012,366.5892376,371.1464892,375.542772,381.2668125,387.6075998,388.5857753,380.0525653,375.7794878,385.534615,395.2589431,404.5304499,412.956645,422.7958071,432.2581224,440.4042635,448.1924112,455.8174783,463.4559319,469.6308447,474.704534,478.5575763,482.1933166,484.6551585
OADR,E06000030,Swindon,251.499426,246.575171,241.6640979,244.0561128,248.1748507,252.7555302,257.4805714,263.6118762,266.7275998,262.0694879,260.2838659,266.9547601,274.8144379,282.0006083,289.3542753,295.9370619,303.7480385,309.9384511,316.4320826,322.0059362,328.3258062,334.0341436,339.8830534,344.0680245,346.9892964,349.3878179
OADR,E06000031,Peterborough,238.8660652,232.7306039,226.5179138,227.3038442,229.5501691,231.8580155,235.3454412,238.5168176,239.120072,233.7400686,230.8907416,234.373943,238.7729491,243.7492829,248.4057411,253.7588994,258.4890494,263.6380832,268.8049908,272.9520874,277.1781907,281.6778356,285.2638339,287.8581276,290.470885,292.5931595
OADR,E06000032,Luton,198.6908791,194.3136426,189.9790433,190.7502176,193.8858282,196.8203626,199.7704614,203.5042234,205.0559879,200.5445978,198.2011127,203.0545046,207.9962782,212.9764022,217.3964069,221.3128103,225.4652749,229.997237,233.5593341,237.1415184,240.5785878,244.1427644,247.1018774,249.3013112,252.421272,255.2840881
OADR,E06000033,Southend-on-Sea,317.1577483,308.7327799,300.0747509,298.8978235,300.0078953,301.3007813,304.1263,307.3701705,307.9446904,300.5393675,296.8616168,301.9025487,307.3596707,313.6501941,319.4413525,325.4382567,331.3836545,337.671996,343.7062621,348.4141175,353.344124,358.6024793,363.8111512,367.5039687,369.9964884,372.5762959
OADR,E06000034,Thurrock,220.7685001,212.8982044,205.1020677,203.1669539,203.2355684,203.2718352,203.5462089,205.0382011,204.1159331,197.7553648,193.8969793,196.3467087,199.4602673,202.7872756,206.4015639,210.3375185,214.3787538,217.5574808,221.161798,224.0718084,227.7631514,230.7045679,233.1196767,235.2896258,237.8832802,240.4426628
OADR,E06000035,Medway,254.1664221,247.9477542,241.5022036,242.010144,244.3275257,247.7719967,251.098164,254.8861344,255.3160718,248.8382166,245.2076578,249.0511226,253.8912845,258.3756799,262.7057693,266.8485388,271.2964158,274.9348753,278.6493377,281.7389582,284.6651833,287.0494673,288.2291807,289.166879,289.8616142,289.8707543
OADR,E06000036,Bracknell Forest,225.5474007,221.1578267,216.7412948,219.8305148,225.6893256,231.1088113,236.7200703,241.8982508,245.3439712,241.54578,240.7838418,247.6315995,254.6351221,262.355003,269.4433298,276.143528,283.6450868,289.8821354,295.8504963,300.9025791,306.9548031,312.7836749,317.7728263,321.8641301,325.0877843,328.1272801
OADR,E06000037,West Berkshire,311.6534094,307.9963501,303.8355977,308.8347509,317.1210853,324.9992761,332.8749926,341.5445431,345.1122068,339.7345302,338.3251207,347.2791702,357.6911259,367.650232,377.5255799,387.4374387,397.1250435,406.3513584,416.4406012,423.6673837,432.9685269,440.2897603,445.8117753,450.7539645,454.7685049,457.5549188
OADR,E06000038,Reading,184.9284827,180.2891818,176.1641346,177.5553835,180.5878792,183.928588,187.0796994,190.0759865,191.5959106,187.8991616,186.3454379,190.0589424,194.5471714,199.0255327,203.8024132,208.5090568,213.9458683,218.3309694,222.9060969,227.1568235,231.8397204,236.4657293,240.3889911,243.2231332,246.6769544,249.1901631
OADR,E06000039,Slough,157.867771,154.2454548,150.6361398,152.9099123,155.1291577,157.5883315,160.745773,164.1741607,164.9420741,161.2575823,159.689736,163.8331005,167.0965514,170.361399,174.9922272,178.5952911,182.6032142,187.2760365,191.8113252,195.822041,200.0258316,204.3540549,209.0152676,212.3898485,216.6234424,221.0984033
OADR,E06000040,Windsor and Maidenhead,306.6384423,300.6423492,293.9892898,295.2237328,297.8307976,301.4264867,306.3534547,310.6484319,311.8337261,305.8383911,303.714293,311.0142079,318.8314552,326.3266086,335.0731212,342.2810666,349.8025568,357.9037578,365.7432086,373.0325039,381.3225392,388.1213184,394.7155477,400.5479507,406.2918813,411.1111705
OADR,E06000041,Wokingham,289.2373016,281.7686062,274.2475432,274.6367801,277.1529834,280.6946714,285.2058067,288.3064104,289.1030653,282.5759116,279.6119794,284.5423287,290.4079951,296.9446216,303.1896205,308.4658659,314.5979418,319.5399859,325.4569072,330.9003348,336.4371014,342.2268269,347.0423444,351.3828141,355.2527841,359.0275184
OADR,E06000042,Milton Keynes,220.9522329,218.3960529,215.513871,219.5053617,225.2684389,230.2898648,235.6692507,241.7459751,244.674864,240.423495,238.7711724,243.7972719,249.556309,255.7808678,261.0525972,266.5272144,272.3153632,277.5066913,282.5916036,286.9958434,291.6026373,296.0875793,300.39764,304.2125065,307.9276857,311.0780684
OADR,E06000043,Brighton and Hove,188.264624,181.870281,176.1148116,175.7253301,176.2949843,177.4961309,179.4568784,181.2095904,181.6659918,177.2582392,174.7573575,178.3538967,182.5729774,187.2403683,192.0417205,197.0392631,201.7290405,205.8769433,210.0058473,213.4422623,217.4365539,221.3002362,224.5966997,226.7637689,228.2000162,229.8155737
OADR,E06000044,Portsmouth,210.7517282,204.3405619,198.3763619,198.8287828,200.7076366,203.5499198,206.9071295,210.4795534,211.6542248,207.139239,205.2394385,209.3653204,214.1935955,218.6109786,223.3997269,228.0922187,232.733551,236.6605712,240.1993327,244.2133415,248.0453544,251.3706323,253.8563099,255.1785714,256.2018388,256.9141684
OADR,E06000045,Southampton,195.7297769,190.0401698,184.6478133,184.6744796,186.2113414,188.1979568,191.4122601,193.7114406,193.5498665,188.2028971,185.117921,188.1698297,191.6271979,194.8116276,198.6516081,201.9401395,205.1040686,207.6683122,209.6200602,212.0624624,215.1334161,217.2428633,219.5014579,221.1422757,222.2556996,223.4987004
OADR,E06000046,Isle of Wight,495.5113123,487.2199926,478.3028692,483.4526981,493.7170778,503.729352,514.6570558,528.04219,533.9255029,523.7260822,519.7746342,533.2123874,548.5348952,563.9996417,582.1003408,599.0109191,616.2322954,631.8667141,646.7871901,660.405841,674.52788,685.2287211,694.4284189,701.3909084,706.3094011,708.9439014
OADR,E06000047,County Durham,335.0198219,326.3019868,318.0358111,320.0988995,324.6052906,329.9123476,335.3641551,341.4477316,341.8560634,333.0937121,328.8182841,335.6456342,342.7062138,350.506539,358.3419876,365.9265099,373.2091381,379.6854235,385.5833886,390.0332418,395.9233451,399.4736255,401.1438172,400.414354,399.0239405,397.0530655
OADR,E06000049,Cheshire East,387.8422264,380.2265917,372.0448343,374.5916802,380.0978757,385.4178543,392.1875789,399.2500096,402.0464161,394.266927,391.3349666,400.824304,410.797685,420.8644299,430.6220864,440.0726265,449.0810214,458.6516722,467.8410832,474.9949672,483.1372816,489.8741699,494.3441014,496.9241677,498.6008234,498.6784352
OADR,E06000050,Cheshire West and Chester,356.7788135,348.9181313,340.9432291,342.1598524,346.8104727,352.6262907,358.229182,364.0127313,366.014029,358.0514489,354.4318425,361.9155233,370.5724971,379.5042301,387.5387949,395.3772552,402.9058445,410.3911687,418.0615849,424.1414826,430.5413494,436.4809423,440.4632973,442.3784208,443.7690486,443.4075456
OADR,E06000051,Shropshire,414.5368826,406.1526104,397.6047351,400.8469279,407.3811034,414.0186591,421.2973478,429.7948471,433.0330124,424.526568,421.4494197,432.6346209,444.743126,456.9943222,469.3051028,481.6149905,493.2730911,504.6614508,515.9658011,524.847391,535.6505238,543.9778863,549.5166513,552.6505657,554.6099376,554.807398
OADR,E06000052,Cornwall,427.3513436,415.8928242,404.6794438,405.4337984,410.0656397,415.6512814,421.8981026,428.3482793,429.3356747,417.9699025,411.8883506,419.4733897,428.3264671,438.303868,447.3954746,457.4915857,467.2955304,475.7993126,484.3059356,491.638229,500.1587052,506.8778668,511.8622681,514.7218682,516.1622139,516.640417
OADR,E06000053,Isles of Scilly,438.5101722,441.6459452,438.667804,451.2580411,454.8736097,469.9227704,470.9071584,477.8844677,470.4853029,452.1690903,440.5854806,432.4969586,430.3177875,431.8246983,430.8862649,427.0031588,419.3128727,413.3610746,407.1266478,401.1222288,394.6488875,388.4927361,380.9371945,371.8535578,363.4789457,355.2672686
OADR,E06000054,Wiltshire,359.0862653,350.2630149,340.1631069,343.1870772,348.4454093,354.4841218,361.409169,368.979615,372.0491759,365.2064076,362.8991874,372.1324061,381.7092476,391.9879034,401.8667508,411.9891204,421.8696056,430.5619027,439.0303337,446.8707426,454.5896891,461.9773558,467.5166764,471.1827311,473.5101278,474.781464
OADR,E06000055,Bedford,289.7934865,282.880626,275.9970921,277.7926528,281.8425941,286.0620214,290.3671512,295.6594459,296.4818193,289.9281593,286.684498,292.9401297,299.0963901,306.1705168,312.2404078,319.0042131,325.7658794,332.275351,338.552719,343.9974963,349.5355949,354.5706673,358.7196249,362.6256683,366.1972812,369.3075306
OADR,E06000056,Central Bedfordshire,289.4786827,282.7508023,276.3448259,277.7309911,281.1649249,285.8281065,290.6572006,295.9712762,297.6112525,291.4245116,288.7877282,295.2122654,302.1307611,308.629932,315.5349937,322.1978041,327.7989375,333.421568,338.8818046,343.1377123,347.9349216,352.3753878,355.9495901,358.3935255,360.961508,363.0230616
OADR,E06000057,Northumberland,413.1993796,405.7436157,397.809994,402.899472,411.8745514,421.6876818,432.5229718,444.6678015,450.1111819,441.4933765,438.2970826,449.6153218,461.8025496,474.9337762,487.5556558,497.3826205,506.8124438,515.6840131,523.8587963,530.4376561,538.7481622,543.9478154,546.6249199,546.9371219,546.4886675,544.9012711
OADR,E07000004,Aylesbury Vale,270.7269836,264.028696,257.1254086,258.0429538,260.3970915,263.6505122,268.0413752,272.1674405,273.6942221,267.493546,264.3663018,269.0714549,274.4635104,280.78793,286.4058459,292.0610713,297.742319,302.8218929,307.2632622,311.2598068,315.8542617,319.6262564,323.2018497,325.98794,328.5306131,330.4525763
OADR,E07000005,Chiltern,372.7012611,362.4564244,351.1101251,350.8687126,353.0129896,356.7232006,359.2490072,364.2551935,364.3786054,355.2898101,350.3690739,355.3930268,362.0639079,368.5175969,373.8219033,378.9237443,384.327383,389.8918898,394.120604,398.5365601,404.7580323,409.4834856,414.6328149,418.712849,422.2646143,425.9758198
OADR,E07000006,South Bucks,356.5575983,348.6675393,339.934509,342.2114099,345.741882,349.375316,352.8967576,358.4131711,359.995223,352.4411744,348.9854118,356.141951,363.7243996,370.5083966,378.7534133,385.5064831,393.8271212,401.5383081,409.1061939,415.9652669,423.0688661,429.1251844,434.7221685,438.4903616,442.4183168,446.3562319
OADR,E07000007,Wycombe,309.039783,304.7251613,300.1075581,303.2414124,307.9862494,313.0967202,318.1556742,323.0333293,324.6959694,318.0149429,314.6717025,320.631056,326.5713065,333.5044371,340.4783676,347.0288073,353.4001314,360.4313761,366.6984169,373.2364263,379.907001,385.4493259,390.6415048,395.2151217,398.9265508,402.4922009
OADR,E07000008,Cambridge,184.5773888,181.8086099,178.8088796,181.3958995,184.8254445,188.4677237,191.911761,195.0260099,195.4629344,191.1678788,188.922112,192.3421006,196.024414,200.4665702,205.4517965,210.4708154,214.9014398,219.4774983,223.8247685,228.5119094,234.2493518,238.6282466,242.7422035,246.2691899,249.0814224,251.7698631
OADR,E07000009,East Cambridgeshire,335.6056972,328.2211322,321.1249162,323.1718309,327.1017841,331.9516332,338.4449348,343.0179543,345.6857238,338.2368484,335.0911584,342.4923113,350.8773938,359.3954923,368.0768594,377.1389358,385.6595917,393.3174527,401.1407504,407.7193992,414.9324904,421.9695805,427.3389745,431.3850543,434.5849814,436.842397
OADR,E07000010,Fenland,385.4085655,374.886893,364.6484431,365.7607235,368.5542657,372.0181206,375.899244,379.3773246,379.2700996,369.8087349,364.354926,370.5589586,377.2795031,384.7774557,391.9230893,399.2321503,406.1392711,412.941332,419.3265482,425.4074288,431.993983,437.3400859,441.0264396,443.1231581,445.0439832,445.7948348
OADR,E07000011,Huntingdonshire,324.9154437,319.0844181,313.1068939,316.0160597,321.02458,325.702786,331.6834358,337.7997739,340.1992017,333.5955995,330.1944582,336.8104552,344.0137454,351.6505159,359.0103119,366.9972489,373.9715122,380.309297,386.7638638,391.9658875,397.6144259,402.4745231,406.4799657,408.9689097,410.6135247,412.1233896
OADR,E07000012,South Cambridgeshire,324.6002738,317.5313408,310.7725512,311.959011,316.3166615,320.4597101,325.4511337,329.9756509,330.9251478,323.9556114,320.8260982,326.2345873,332.5891552,340.4484761,346.9040143,353.3051416,360.6943245,367.3048284,373.0802028,378.1444391,384.8700871,390.8810232,395.5622284,399.295235,402.8447116,405.8826939
OADR,E07000026,Allerdale,414.8611716,405.261868,395.7871237,397.3049358,404.2473083,410.5311345,418.8566935,426.5167456,428.4192204,418.1268405,413.2903817,422.2830463,431.2156509,440.9748615,452.0169002,461.9176141,474.0640819,483.5159658,493.1319872,501.1140911,510.8569788,515.7514675,518.2217517,518.2478656,517.2497011,514.614822
OADR,E07000027,Barrow-in-Furness,356.8387013,348.393844,339.1590933,338.4026436,341.8041943,346.6247679,350.2375768,356.1301999,358.7564811,350.1770168,345.2040692,352.4497466,359.0950801,367.8576016,375.3275219,382.8247164,392.1990879,399.0326886,404.7790531,410.4125681,417.3592953,420.9855112,420.8918971,420.8013682,417.9363772,415.8372801
OADR,E07000028,Carlisle,358.6992346,352.1053874,345.0357457,348.4740772,353.7305822,362.0919388,370.520442,381.828174,385.8921833,378.978458,376.3217673,386.3732824,397.0097632,407.4240238,415.7808623,424.7971364,434.3106184,443.0062145,453.1566342,460.4227682,469.512034,475.5749402,480.8285544,483.5997024,484.0843517,483.3502068
OADR,E07000029,Copeland,371.2886025,361.4795955,351.3667836,353.2657579,360.9189049,367.1596774,374.327401,383.1591864,385.7137515,376.7367508,372.6466111,382.3535196,392.3823455,402.5983945,412.8916369,423.2128945,432.6003685,439.9078572,447.8748625,453.7123783,460.9778605,464.4614151,466.4709058,465.7151464,463.4123178,460.5985272
OADR,E07000030,Eden,460.8636495,451.4244872,440.2493633,443.9535907,449.6524312,456.073043,467.7572082,477.8198945,482.5873,472.3520657,468.4712393,481.5899023,495.301188,511.2115024,529.071644,543.4863061,556.8048516,572.677213,588.2721177,599.19763,609.9642849,617.6613109,622.4755277,625.1686533,623.9053416,622.0553878
OADR,E07000031,South Lakeland,495.9522174,483.3715133,471.1652622,473.3767512,479.2902438,486.7856964,494.417592,502.69547,504.6689465,492.6215436,486.6635014,498.2843941,509.0936422,521.4666753,533.0440419,543.2035408,554.5308267,563.5102947,573.7202417,581.9795423,590.9993577,597.5510274,599.9877099,601.9535268,601.1977886,599.4887447
OADR,E07000032,Amber Valley,365.5255257,356.3527605,347.555094,348.8939007,354.2407984,358.1289022,363.3600252,369.5306874,370.3075312,361.3437937,356.6331611,362.6077476,371.2251005,379.9043652,388.9205609,396.5601605,405.1952811,412.7975549,420.8859926,427.1251178,433.9401297,439.9103786,442.8293172,444.0667595,444.0836449,443.0099437
OADR,E07000033,Bolsover,323.7066263,313.2028857,303.4424188,302.6459946,304.5321514,308.8660897,312.2686585,317.0042819,317.4293831,308.6348238,303.6005301,309.4451566,315.9713051,323.0052946,330.9637493,339.4410498,347.8474435,355.4550971,364.6979096,370.7239144,377.9735436,383.4617888,387.0285547,387.7440118,387.2705687,386.5409335
OADR,E07000034,Chesterfield,341.0033594,333.6848203,325.7734301,326.6331476,330.9363874,336.0948037,341.35343,347.3575867,349.1384653,341.1911796,337.0866133,342.0729579,349.036164,356.1652392,364.1831305,371.7299744,379.3150673,385.0307598,390.5756045,396.2535508,401.4054839,406.0776791,408.1881249,407.9673054,407.0870105,405.0586175
OADR,E07000035,Derbyshire Dales,472.0359881,460.8332058,449.9122372,452.3043692,459.3420224,467.6636791,476.7869678,485.0146386,488.9459775,478.4826956,473.4842506,483.0505206,496.2662874,508.3925297,521.263329,534.6345102,547.3431735,559.4291806,570.0747461,577.6606259,586.0354085,592.1425955,595.9874301,597.1139696,596.6686182,595.0271627
OADR,E07000036,Erewash,331.1358512,323.3501727,314.9780124,315.7548979,318.5566849,322.8889034,326.697722,331.1261405,330.7392882,322.8268899,319.090856,325.4982851,332.8768972,340.015119,346.4583482,354.2235511,361.3050028,367.9187834,373.9199999,378.6006738,384.1649769,387.7148718,389.4373718,390.8543888,391.1191876,390.2256936
OADR,E07000037,High Peak,340.7465954,333.9636149,326.4477461,327.8120625,333.6735506,340.6261886,347.3706519,355.7456696,357.8713802,350.4310114,347.6745918,356.5498502,365.7465037,375.7317271,384.644381,393.0748033,401.6830572,409.6908773,416.5302667,422.4397793,428.7377007,432.5128812,434.0615247,433.4449435,432.3731802,429.2298304
OADR,E07000038,North East Derbyshire,416.3957805,408.6813584,400.0868009,402.6748687,408.3448224,412.5565477,420.3674106,427.4794444,428.523405,417.428528,410.7387041,417.1193754,423.5226261,431.3049331,440.3374853,447.7502446,456.6563242,463.7340221,469.8583298,474.6169582,481.4368604,485.7996725,487.9583551,487.4805218,485.5415932,482.9867098
